interview__id,theme,dev_reason,region,foa,improvement,tcp_contribution,period,value,status,shrinked
109c33254cce477a83598d2e14d1e82a,Food and Agriculture,,Europe,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
109c33254cce477a83598d2e14d1e82a,Food and Agriculture,,Europe,Food safety,Food safety and quality control,2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
109c33254cce477a83598d2e14d1e82a,Food and Agriculture,,Europe,Food safety,Food safety and quality control,2.Contributed substantially,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
120d2a426d6b43699330690834957d6a,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
120d2a426d6b43699330690834957d6a,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
12b702f5ec2f4a909c24c3b91eee2c1f,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
12b702f5ec2f4a909c24c3b91eee2c1f,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
12b702f5ec2f4a909c24c3b91eee2c1f,Safety and Security,,Africa,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,Before TCP,No capacity,0.No Capacity,Improved
12b702f5ec2f4a909c24c3b91eee2c1f,Safety and Security,,Africa,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
14f0690a508945b9ab51806d4588643e,Industrial Applications/Radiation technology,,Europe,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
14f0690a508945b9ab51806d4588643e,Industrial Applications/Radiation technology,,Europe,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,1.To some extent,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
15ae8c74a90b40509f33064bb2ccbf91,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
15ae8c74a90b40509f33064bb2ccbf91,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
19b97c90404446f4a7b6722cac21e557,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
19b97c90404446f4a7b6722cac21e557,Water and the Environment,,Latin America and the Caribbean,Water resources management,Sustainable water resources management,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
1c7e44f576ce4bf79e6f8069bbe9e9bb,Energy,,Latin America and the Caribbean,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
1c7e44f576ce4bf79e6f8069bbe9e9bb,Energy,,Latin America and the Caribbean,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1e73a2ccd09547a1a2a2535209a7833d,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
1e73a2ccd09547a1a2a2535209a7833d,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1e73a2ccd09547a1a2a2535209a7833d,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
1e73a2ccd09547a1a2a2535209a7833d,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1f6087a0272a454e8cf5e631413f25bf,Industrial Applications/Radiation technology,,Latin America and the Caribbean,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
1f6087a0272a454e8cf5e631413f25bf,Industrial Applications/Radiation technology,,Latin America and the Caribbean,Reference products for science and trade,Reliable and comparable measurement of results obtained by radioisotopes techniques and safe use of nuclear instrumentation,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
20abc32a9ced485faa5a2f13b5fca8ee,Industrial Applications/Radiation technology,,Europe,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
20abc32a9ced485faa5a2f13b5fca8ee,Industrial Applications/Radiation technology,,Europe,Accelerator technology,"Efficiency, productivity, quality, and safety across industries, using nuclear technologies",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
bf9c7127eaec4342a6f009fe6a899da6,Energy,,Asia and the Pacific,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
bf9c7127eaec4342a6f009fe6a899da6,Energy,,Asia and the Pacific,Energy planning,Energy planning and inform policies to meet future energy needs,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
bf9c7127eaec4342a6f009fe6a899da6,Energy,,Asia and the Pacific,Introduction of nuclear power,"Safe and sustainable introduction, operation, and lifetime management of nuclear power plant/ nuclear fuel cycle",1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
bf9c7127eaec4342a6f009fe6a899da6,Energy,,Asia and the Pacific,Introduction of nuclear power,"Safe and sustainable introduction, operation, and lifetime management of nuclear power plant/ nuclear fuel cycle",1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
0818977fbb90452c9aaff2897d5046f8,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
0818977fbb90452c9aaff2897d5046f8,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
0df37da3b707499983de1fa116dc37b4,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
0df37da3b707499983de1fa116dc37b4,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
28a5008f66284044971af0e85cb0dd7f,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
28a5008f66284044971af0e85cb0dd7f,Food and Agriculture,,Africa,Livestock production,Sustainable animal production/livestock productivity,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
28a78a125254494b99c40517e6c00a94,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",1.To some extent,Before TCP,No capacity,0.No Capacity,Improved
28a78a125254494b99c40517e6c00a94,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",1.To some extent,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
2cb96c5035b540c8b5feaac8a61ee0b2,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,Before TCP,No capacity,0.No Capacity,Improved
2cb96c5035b540c8b5feaac8a61ee0b2,Safety and Security,,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,2023,No capacity,0.No Capacity,Improved
2cb96c5035b540c8b5feaac8a61ee0b2,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,Before TCP,No capacity,0.No Capacity,Improved
2cb96c5035b540c8b5feaac8a61ee0b2,Safety and Security,,Asia and the Pacific,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,2023,No capacity,0.No Capacity,Improved
2f118618775f41f9af11decc9f69d719,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2f118618775f41f9af11decc9f69d719,Water and the Environment,,Africa,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2f3c20f3b7d740d391a06f99c0995080,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
2f3c20f3b7d740d391a06f99c0995080,Food and Agriculture,,Latin America and the Caribbean,Food safety,Food safety and quality control,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
2f825b125623424da0e1a247e93ed7dd,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
2f825b125623424da0e1a247e93ed7dd,Water and the Environment,,Asia and the Pacific,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",3.Impossible without TCP,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
32b1cf2c06634572817126b7b2e563ff,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
32b1cf2c06634572817126b7b2e563ff,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
346231a2dbeb42429b5396bd18f36bca,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
346231a2dbeb42429b5396bd18f36bca,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
36a3af67778a4b33a09094ef0702d159,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
36a3af67778a4b33a09094ef0702d159,Water and the Environment,,Latin America and the Caribbean,"Marine, terrestrial and coastal environments","Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
382ada513e7c428d8d58508c8411dfcb,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
382ada513e7c428d8d58508c8411dfcb,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,1.To some extent,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
382ada513e7c428d8d58508c8411dfcb,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
382ada513e7c428d8d58508c8411dfcb,Food and Agriculture,,Asia and the Pacific,Food safety,Food safety and quality control,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3c16c1346d03483c8d069b8a607c3ec9,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
3c16c1346d03483c8d069b8a607c3ec9,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3c16c1346d03483c8d069b8a607c3ec9,Safety and Security,,Europe,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
3c16c1346d03483c8d069b8a607c3ec9,Safety and Security,,Europe,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",3.Impossible without TCP,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
3cab9573e45b4b4cba3e2b14ce0fb056,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
3cab9573e45b4b4cba3e2b14ce0fb056,Food and Agriculture,,Asia and the Pacific,Crop production,Crops with increased productivity and/or climate resilience properties,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
40e134f1944e4b0ca311953bec61754a,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
40e134f1944e4b0ca311953bec61754a,Health and Nutrition,,Latin America and the Caribbean,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
40e134f1944e4b0ca311953bec61754a,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
40e134f1944e4b0ca311953bec61754a,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
41513ee1a9e04839ae6ae0d7453576d1,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
41513ee1a9e04839ae6ae0d7453576d1,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
41513ee1a9e04839ae6ae0d7453576d1,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Shrinked
41513ee1a9e04839ae6ae0d7453576d1,Safety and Security,There is no staff to implement technology,Latin America and the Caribbean,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",,2023,Services/procedure/programme OPERATIONAL,2.Operational,Shrinked
44022d0c14ab4e96ab88b4bf3b09c6c7,Industrial Applications/Radiation technology,,Africa,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
44022d0c14ab4e96ab88b4bf3b09c6c7,Industrial Applications/Radiation technology,,Africa,Research reactors,"Safe and effective utilization, operation, and maintenance of research reactors",,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4573a989b0124e2f8a276502e9d5df44,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4573a989b0124e2f8a276502e9d5df44,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
4573a989b0124e2f8a276502e9d5df44,Health and Nutrition,,Latin America and the Caribbean,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,1.To some extent,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4573a989b0124e2f8a276502e9d5df44,Health and Nutrition,,Latin America and the Caribbean,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,1.To some extent,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
49d56164e8f5404597b765cf5c391f41,Food and Agriculture,,Latin America and the Caribbean,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
49d56164e8f5404597b765cf5c391f41,Food and Agriculture,,Latin America and the Caribbean,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
4a262f1a629c4f7cb35b59d417226bab,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4a262f1a629c4f7cb35b59d417226bab,Food and Agriculture,,Africa,Crop production,Crops with increased productivity and/or climate resilience properties,,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4b64afbad2a94cc6a134e23839b89b5f,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
4b64afbad2a94cc6a134e23839b89b5f,Food and Agriculture,,Africa,Agricultural water and soil management,"Sustainable, soil and water management practices for agriculture",3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
4e157bd4c9724465984b2784ff3b33fd,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
4e157bd4c9724465984b2784ff3b33fd,Health and Nutrition,,Latin America and the Caribbean,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
53f380913aef4bddb83c4ce3ace21419,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
53f380913aef4bddb83c4ce3ace21419,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
53f380913aef4bddb83c4ce3ace21419,Safety and Security,,Europe,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
53f380913aef4bddb83c4ce3ace21419,Safety and Security,,Europe,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
56803e238172404eb877c6f0ce7a957a,Health and Nutrition,,Europe,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,3.Impossible without TCP,Before TCP,No capacity,0.No Capacity,Improved
56803e238172404eb877c6f0ce7a957a,Health and Nutrition,,Europe,Inspect pest control,Detection and control of major insect pests including zoonotic diseases affecting Human health,3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
607b430ecfbd4a06a3b2e6cad2c0f00e,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
607b430ecfbd4a06a3b2e6cad2c0f00e,Safety and Security,,Africa,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
607b430ecfbd4a06a3b2e6cad2c0f00e,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
607b430ecfbd4a06a3b2e6cad2c0f00e,Safety and Security,,Africa,Radiation protection in medical uses of ionizing radiation,"Radiation protection of workers, patients, public and environment.",3.Impossible without TCP,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6982b61541c24b3e9b16353618c0b87e,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6982b61541c24b3e9b16353618c0b87e,Food and Agriculture,,Africa,Insect pest control,Detection and control of major insect pests of Agricultural and Veterinary importance,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6c7d465b51f841eba97bde26a01842f1,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
6c7d465b51f841eba97bde26a01842f1,Health and Nutrition,,Europe,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
77467433a4654c7f99576c71beaf4c3a,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
77467433a4654c7f99576c71beaf4c3a,Safety and Security,,Africa,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
7819834f2ead4cb3b03b0b764121f7a9,Safety and Security,Lack of TCP support,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Shrinked
7819834f2ead4cb3b03b0b764121f7a9,Safety and Security,Lack of TCP support,Asia and the Pacific,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,,2023,No capacity,0.No Capacity,Shrinked
7819834f2ead4cb3b03b0b764121f7a9,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
7819834f2ead4cb3b03b0b764121f7a9,Safety and Security,,Asia and the Pacific,"Radioactive waste management, decommissioning and environmental remediation","Effective radioactive waste management, decommissioning and remediation of contaminated sites.",,2023,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
7ed8513b2a7a40e380886e6c41ba2644,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,Before TCP,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
7ed8513b2a7a40e380886e6c41ba2644,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
7ed8513b2a7a40e380886e6c41ba2644,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
7ed8513b2a7a40e380886e6c41ba2644,Health and Nutrition,,Asia and the Pacific,Radioisotope and radiopharmaceuticals production for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,2.Contributed substantially,2023,Services/procedure/programme OPERATIONAL,2.Operational,Improved
80edb3c8c4bd492d94786b496d16f3a6,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,Before TCP,EARLY STAGE of the services/procedure/programmes,1.Early Stage,Improved
80edb3c8c4bd492d94786b496d16f3a6,Health and Nutrition,,Asia and the Pacific,Radiation oncology in cancer management,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
822647bacef3457596f0b96a336e9666,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
822647bacef3457596f0b96a336e9666,Safety and Security,,Europe,Governtmental and regulatry infrastructure for radiation safety,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
822647bacef3457596f0b96a336e9666,Safety and Security,,Europe,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,Before TCP,Services/procedure/programme OPERATIONAL,2.Operational,Improved
822647bacef3457596f0b96a336e9666,Safety and Security,,Europe,Transport safety,"Safe use, storage and transport, of nuclear and radioactive materials.",2.Contributed substantially,2023,Services/procedure/programme undergoing EXPANSION,3.Expansion,Improved
