country,theme,foa,outcome,int_outcome,when_outcome,when_int_outcome,achieved_outcome,region,improvement,foa_nlo1_effectiveness,achieved_int_outcome
Mali,Safety and Security,Emergency preparednes and response,Creation of new Institution,Upgraded institutions,,,0,Africa,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Mali,Safety and Security,Emergency preparednes and response,Increased used of new technologies,Introduce new technologies,,,0,Africa,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Mali,Safety and Security,Emergency preparednes and response,New profession recognized,Curricula in new professions,,,0,Africa,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Mali,Safety and Security,Emergency preparednes and response,Use of data to inform policies,Produce data to inform policies,,,0,Africa,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Mali,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Africa,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Mali,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Creation of new Institution,Upgraded institutions,,,0,Africa,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Mali,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Increased used of new technologies,Introduce new technologies,,,0,Africa,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Mali,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",New profession recognized,Curricula in new professions,,,0,Africa,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Mali,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Use of data to inform policies,Produce data to inform policies,,,0,Africa,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Mali,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Africa,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Mali,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Creation of new Institution,Upgraded institutions,,,0,Africa,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Mali,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Increased used of new technologies,Introduce new technologies,,,0,Africa,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Mali,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,New profession recognized,Curricula in new professions,,,0,Africa,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Mali,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Use of data to inform policies,Produce data to inform policies,,,0,Africa,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Mali,Safety and Security,Safety of nuclear installations,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Africa,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Mali,Safety and Security,Safety of nuclear installations,Creation of new Institution,Upgraded institutions,,,0,Africa,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Mali,Safety and Security,Safety of nuclear installations,Increased used of new technologies,Introduce new technologies,,,0,Africa,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Mali,Safety and Security,Safety of nuclear installations,New profession recognized,Curricula in new professions,,,0,Africa,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Mali,Safety and Security,Safety of nuclear installations,Use of data to inform policies,Produce data to inform policies,,,0,Africa,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Mali,Safety and Security,Radiation protection of workers and public,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Africa,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Mali,Safety and Security,Radiation protection of workers and public,Creation of new Institution,Upgraded institutions,,,0,Africa,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Mali,Safety and Security,Radiation protection of workers and public,Increased used of new technologies,Introduce new technologies,,,0,Africa,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Mali,Safety and Security,Radiation protection of workers and public,New profession recognized,Curricula in new professions,,,0,Africa,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Mali,Safety and Security,Radiation protection of workers and public,Use of data to inform policies,Produce data to inform policies,,,0,Africa,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Mali,Safety and Security,Transport safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Africa,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Mali,Safety and Security,Transport safety,Creation of new Institution,Upgraded institutions,,,0,Africa,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Mali,Safety and Security,Transport safety,Increased used of new technologies,Introduce new technologies,,,0,Africa,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Mali,Safety and Security,Transport safety,New profession recognized,Curricula in new professions,,,0,Africa,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Mali,Safety and Security,Transport safety,Use of data to inform policies,Produce data to inform policies,,,0,Africa,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Health and Nutrition,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Malta,Health and Nutrition,Insect pest control,Creation of new Institution,Upgraded institutions,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Malta,Health and Nutrition,Insect pest control,Increased used of new technologies,Introduce new technologies,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Malta,Health and Nutrition,Insect pest control,New profession recognized,Curricula in new professions,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Malta,Health and Nutrition,Insect pest control,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Malta,Health and Nutrition,Nutrition for improved health,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Malta,Health and Nutrition,Nutrition for improved health,Creation of new Institution,Upgraded institutions,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Malta,Health and Nutrition,Nutrition for improved health,Increased used of new technologies,Introduce new technologies,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Malta,Health and Nutrition,Nutrition for improved health,New profession recognized,Curricula in new professions,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Malta,Health and Nutrition,Nutrition for improved health,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Malta,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Malta,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Creation of new Institution,Upgraded institutions,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Malta,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Increased used of new technologies,Introduce new technologies,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Malta,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,New profession recognized,Curricula in new professions,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Malta,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Malta,Health and Nutrition,Nuclear medicine and diagnostic imaging,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Malta,Health and Nutrition,Nuclear medicine and diagnostic imaging,Creation of new Institution,Upgraded institutions,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Malta,Health and Nutrition,Nuclear medicine and diagnostic imaging,Increased used of new technologies,Introduce new technologies,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Malta,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Malta,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Malta,Safety and Security,Emergency preparednes and response,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Malta,Safety and Security,Emergency preparednes and response,Creation of new Institution,Upgraded institutions,,,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Malta,Safety and Security,Emergency preparednes and response,Increased used of new technologies,Introduce new technologies,,,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Malta,Safety and Security,Emergency preparednes and response,New profession recognized,Curricula in new professions,,,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Malta,Safety and Security,Emergency preparednes and response,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Malta,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Malta,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Creation of new Institution,Upgraded institutions,,,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Malta,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Increased used of new technologies,Introduce new technologies,,,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Malta,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",New profession recognized,Curricula in new professions,,,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Malta,Safety and Security,"Radioactive waste management, decommissioning and environmental remediation",Use of data to inform policies,Produce data to inform policies,,,0,Europe,"Effective radioactive waste management, decommissioning and remediation of contaminated sites.",Radioactive waste management,0
Malta,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Malta,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Creation of new Institution,Upgraded institutions,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Malta,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Increased used of new technologies,Introduce new technologies,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Malta,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,New profession recognized,Curricula in new professions,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Malta,Safety and Security,Governtmental and regulatry infrastructure for nuclear installations safety,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Governmental and regulatory infrastructure to ensure nuclear and radiation safety,Establish governmental and regulatory infrastructure to ensure nuclear and radiation safety,0
Malta,Safety and Security,Safety of nuclear installations,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Malta,Safety and Security,Safety of nuclear installations,Creation of new Institution,Upgraded institutions,,,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Malta,Safety and Security,Safety of nuclear installations,Increased used of new technologies,Introduce new technologies,,,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Malta,Safety and Security,Safety of nuclear installations,New profession recognized,Curricula in new professions,,,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Malta,Safety and Security,Safety of nuclear installations,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Nuclear installations and fuel cycle facilities safety,Ensure nuclear installation safety,0
Malta,Safety and Security,Radiation protection of workers and public,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Malta,Safety and Security,Radiation protection of workers and public,Creation of new Institution,Upgraded institutions,,,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Malta,Safety and Security,Radiation protection of workers and public,Increased used of new technologies,Introduce new technologies,,,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Malta,Safety and Security,Radiation protection of workers and public,New profession recognized,Curricula in new professions,,,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Malta,Safety and Security,Radiation protection of workers and public,Use of data to inform policies,Produce data to inform policies,,,0,Europe,"Radiation protection of workers, patients, public and environment.",Radiation protection o fworkers patients the public and the environment,0
Malta,Safety and Security,Transport safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Safety and Security,Transport safety,Creation of new Institution,Upgraded institutions,,,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Safety and Security,Transport safety,Increased used of new technologies,Introduce new technologies,,,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Safety and Security,Transport safety,New profession recognized,Curricula in new professions,,,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Safety and Security,Transport safety,Use of data to inform policies,Produce data to inform policies,,,0,Europe,"Safe use, storage and transport, of nuclear and radioactive materials.",Ensure transport safety,0
Malta,Water and the Environment,"Marine, terrestrial and coastal environments",Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Malta,Water and the Environment,"Marine, terrestrial and coastal environments",Creation of new Institution,Upgraded institutions,,,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Malta,Water and the Environment,"Marine, terrestrial and coastal environments",Increased used of new technologies,Introduce new technologies,,,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Malta,Water and the Environment,"Marine, terrestrial and coastal environments",New profession recognized,Curricula in new professions,,,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Malta,Water and the Environment,"Marine, terrestrial and coastal environments",Use of data to inform policies,Produce data to inform policies,,,0,Europe,"Effective assessment of pollution in land, air, coastal ecosystems, and the oceans, including from plastics",Monitoring and assessment of pollution in land air coastal ecosystems and the oceans including from plastics,0
Malta,Water and the Environment,Water resources management,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Malta,Water and the Environment,Water resources management,Creation of new Institution,Upgraded institutions,,,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Malta,Water and the Environment,Water resources management,Increased used of new technologies,Introduce new technologies,,,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Malta,Water and the Environment,Water resources management,New profession recognized,Curricula in new professions,,,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Malta,Water and the Environment,Water resources management,Use of data to inform policies,Produce data to inform policies,,,0,Europe,Sustainable water resources management,Sustainable land and water management practices for agriculture and freshwater resources,0
Marshall Islands,Food and Agriculture,Crop production,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,0
Marshall Islands,Food and Agriculture,Crop production,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,0
Marshall Islands,Food and Agriculture,Crop production,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,0
Marshall Islands,Food and Agriculture,Crop production,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,0
Marshall Islands,Food and Agriculture,Crop production,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,0
Marshall Islands,Food and Agriculture,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Marshall Islands,Food and Agriculture,Insect pest control,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Marshall Islands,Food and Agriculture,Insect pest control,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Marshall Islands,Food and Agriculture,Insect pest control,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Marshall Islands,Food and Agriculture,Insect pest control,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,0
Marshall Islands,Food and Agriculture,Food safety,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,0
Marshall Islands,Food and Agriculture,Food safety,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,0
Marshall Islands,Food and Agriculture,Food safety,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,0
Marshall Islands,Food and Agriculture,Food safety,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,0
Marshall Islands,Food and Agriculture,Food safety,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,0
Marshall Islands,Food and Agriculture,Livestock production,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Marshall Islands,Food and Agriculture,Livestock production,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Marshall Islands,Food and Agriculture,Livestock production,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Marshall Islands,Food and Agriculture,Livestock production,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Marshall Islands,Food and Agriculture,Livestock production,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,0
Marshall Islands,Food and Agriculture,Agricultural water and soil management,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Marshall Islands,Food and Agriculture,Agricultural water and soil management,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Marshall Islands,Food and Agriculture,Agricultural water and soil management,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Marshall Islands,Food and Agriculture,Agricultural water and soil management,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Marshall Islands,Food and Agriculture,Agricultural water and soil management,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,0
Marshall Islands,Health and Nutrition,Insect pest control,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Marshall Islands,Health and Nutrition,Insect pest control,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Marshall Islands,Health and Nutrition,Insect pest control,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Marshall Islands,Health and Nutrition,Insect pest control,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Marshall Islands,Health and Nutrition,Insect pest control,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Detection and control of major insect pests including zoonotic diseases affecting Human health,Detection and control of major insect pests including zoonotic diseases affecting human health,0
Marshall Islands,Health and Nutrition,Nutrition for improved health,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Marshall Islands,Health and Nutrition,Nutrition for improved health,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Marshall Islands,Health and Nutrition,Nutrition for improved health,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Marshall Islands,Health and Nutrition,Nutrition for improved health,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Marshall Islands,Health and Nutrition,Nutrition for improved health,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Effective evidenced-based nutrition programming,Effectiveness of nutrition programmes interventions,0
Marshall Islands,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Marshall Islands,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Marshall Islands,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Marshall Islands,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Marshall Islands,Health and Nutrition,Radioisotope and radiopharmaceuticals production for medical applications,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,Production and use of safe radioisotopes and radiopharmaceuticals for medical applications,0
Marshall Islands,Health and Nutrition,Nuclear medicine and diagnostic imaging,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Marshall Islands,Health and Nutrition,Nuclear medicine and diagnostic imaging,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Marshall Islands,Health and Nutrition,Nuclear medicine and diagnostic imaging,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Marshall Islands,Health and Nutrition,Nuclear medicine and diagnostic imaging,New profession recognized,Curricula in new professions,,,0,Asia and the Pacific,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Marshall Islands,Health and Nutrition,Nuclear medicine and diagnostic imaging,Use of data to inform policies,Produce data to inform policies,,,0,Asia and the Pacific,Quality and effective diagnostic imaging and treatment in cancer and other NCDs,Imaging and treatment capacity for cancer and other NCDs including on related safety and security considerations,0
Marshall Islands,Safety and Security,Emergency preparednes and response,Adoption of regulatory frameworks,Develop regulatory frameworks,,,0,Asia and the Pacific,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Marshall Islands,Safety and Security,Emergency preparednes and response,Creation of new Institution,Upgraded institutions,,,0,Asia and the Pacific,Effective emergency preparedness & response,Establish emergency preparedness & response,0
Marshall Islands,Safety and Security,Emergency preparednes and response,Increased used of new technologies,Introduce new technologies,,,0,Asia and the Pacific,Effective emergency preparedness & response,Establish emergency preparedness & response,0
