id,country,theme,foa,when,achieved,level,indicator,region,improvement,foa_nlo1_effectiveness,id_outcome
A926,Kuwait,FOOD and AGRICULTURE,Crop production,2005-2009,1,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A927,Kuwait,FOOD and AGRICULTURE,Crop production,2005-2009,1,outcome,Creation of new Institution,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A927,Kuwait,FOOD and AGRICULTURE,Crop production,2005-2009,1,int_outcome,Upgraded institutions,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A928,Kuwait,FOOD and AGRICULTURE,Crop production,2015-2019,1,outcome,Increased used of new technologies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A928,Kuwait,FOOD and AGRICULTURE,Crop production,2020-2023,1,int_outcome,Introduce new technologies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A929,Kuwait,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,New profession recognized,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A929,Kuwait,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Curricula in new professions,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A930,Kuwait,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Use of data to inform policies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A930,Kuwait,FOOD and AGRICULTURE,Crop production,2000-2004,1,int_outcome,Produce data to inform policies,Asia and the Pacific,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A931,Kuwait,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A931,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A932,Kuwait,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Creation of new Institution,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A932,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Upgraded institutions,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A933,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Increased used of new technologies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A933,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Introduce new technologies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A934,Kuwait,FOOD and AGRICULTURE,Insect pest control,,0,outcome,New profession recognized,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A934,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Curricula in new professions,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A935,Kuwait,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Use of data to inform policies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A935,Kuwait,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A936,Kuwait,FOOD and AGRICULTURE,Food safety,,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A936,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A937,Kuwait,FOOD and AGRICULTURE,Food safety,,0,outcome,Creation of new Institution,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A937,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Upgraded institutions,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A938,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Increased used of new technologies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A938,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Introduce new technologies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A939,Kuwait,FOOD and AGRICULTURE,Food safety,,0,outcome,New profession recognized,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A939,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Curricula in new professions,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A940,Kuwait,FOOD and AGRICULTURE,Food safety,,0,outcome,Use of data to inform policies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A940,Kuwait,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A941,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A941,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A942,Kuwait,FOOD and AGRICULTURE,Livestock production,,0,outcome,Creation of new Institution,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A942,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Upgraded institutions,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A943,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Increased used of new technologies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A943,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Introduce new technologies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A944,Kuwait,FOOD and AGRICULTURE,Livestock production,,0,outcome,New profession recognized,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A944,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Curricula in new professions,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A945,Kuwait,FOOD and AGRICULTURE,Livestock production,,0,outcome,Use of data to inform policies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A945,Kuwait,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Produce data to inform policies,Asia and the Pacific,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A946,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Adoption of regulatory frameworks,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A946,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Develop regulatory frameworks,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A947,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Creation of new Institution,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A947,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Upgraded institutions,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A948,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,2015-2019,1,outcome,Increased used of new technologies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A948,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Introduce new technologies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A949,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,New profession recognized,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A949,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Curricula in new professions,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A950,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Use of data to inform policies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A950,Kuwait,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Produce data to inform policies,Asia and the Pacific,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A951,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A951,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A952,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Creation of new Institution,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A952,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Upgraded institutions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A953,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Increased used of new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A953,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Introduce new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A954,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,New profession recognized,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A954,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Curricula in new professions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A955,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,outcome,Use of data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A955,Kyrgyzstan,FOOD and AGRICULTURE,Crop production,N/A,0,int_outcome,Produce data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A956,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A956,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A957,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Creation of new Institution,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A957,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Upgraded institutions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A958,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Increased used of new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A958,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Introduce new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A959,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,New profession recognized,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A959,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Curricula in new professions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A960,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,outcome,Use of data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A960,Kyrgyzstan,FOOD and AGRICULTURE,Insect pest control,N/A,0,int_outcome,Produce data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A961,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A961,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A962,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,2020-2023,1,outcome,Creation of new Institution,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A962,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,2020-2023,1,int_outcome,Upgraded institutions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A963,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Increased used of new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A963,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Introduce new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A964,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,New profession recognized,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A964,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Curricula in new professions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A965,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,outcome,Use of data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A965,Kyrgyzstan,FOOD and AGRICULTURE,Food safety,N/A,0,int_outcome,Produce data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A966,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Adoption of regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A966,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Develop regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A967,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Creation of new Institution,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A967,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Upgraded institutions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A968,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Increased used of new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A968,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Introduce new technologies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Introduce new technologies
A969,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,New profession recognized,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A969,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Curricula in new professions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Curricula in new professions
A970,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,outcome,Use of data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A970,Kyrgyzstan,FOOD and AGRICULTURE,Livestock production,N/A,0,int_outcome,Produce data to inform policies,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Produce data to inform policies
A971,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Adoption of regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A971,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Develop regulatory frameworks,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Develop regulatory frameworks
A972,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Creation of new Institution,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A972,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Upgraded institutions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Upgraded institutions
A973,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Increased used of new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A973,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Introduce new technologies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Introduce new technologies
A974,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,New profession recognized,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A974,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Curricula in new professions,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Curricula in new professions
A975,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,outcome,Use of data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A975,Kyrgyzstan,FOOD and AGRICULTURE,Agricultural water and soil management,N/A,0,int_outcome,Produce data to inform policies,Europe,"Sustainable, soil and water management practices for agriculture",Agricultural soil water and crop nutrition management,Produce data to inform policies
A976,Latvia,FOOD and AGRICULTURE,Crop production,,0,outcome,Adoption of regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A976,Latvia,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Develop regulatory frameworks,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Develop regulatory frameworks
A977,Latvia,FOOD and AGRICULTURE,Crop production,,0,outcome,Creation of new Institution,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A977,Latvia,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Upgraded institutions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Upgraded institutions
A978,Latvia,FOOD and AGRICULTURE,Crop production,,0,outcome,Increased used of new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A978,Latvia,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Introduce new technologies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Introduce new technologies
A979,Latvia,FOOD and AGRICULTURE,Crop production,,0,outcome,New profession recognized,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A979,Latvia,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Curricula in new professions,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Curricula in new professions
A980,Latvia,FOOD and AGRICULTURE,Crop production,,0,outcome,Use of data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A980,Latvia,FOOD and AGRICULTURE,Crop production,,0,int_outcome,Produce data to inform policies,Europe,Crops with increased productivity and/or climate resilience properties,Mutated crops with increased productivity and/or climate resilience properties,Produce data to inform policies
A981,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Adoption of regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A981,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Develop regulatory frameworks,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Develop regulatory frameworks
A982,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Creation of new Institution,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A982,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Upgraded institutions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Upgraded institutions
A983,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Increased used of new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A983,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Introduce new technologies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Introduce new technologies
A984,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,outcome,New profession recognized,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A984,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Curricula in new professions,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Curricula in new professions
A985,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,outcome,Use of data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A985,Latvia,FOOD and AGRICULTURE,Insect pest control,,0,int_outcome,Produce data to inform policies,Europe,Detection and control of major insect pests of Agricultural and Veterinary importance,Detection and control of major insect pests of Agricultural and Veterinary importance,Produce data to inform policies
A986,Latvia,FOOD and AGRICULTURE,Food safety,,0,outcome,Adoption of regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A986,Latvia,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Develop regulatory frameworks,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Develop regulatory frameworks
A987,Latvia,FOOD and AGRICULTURE,Food safety,,0,outcome,Creation of new Institution,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A987,Latvia,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Upgraded institutions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Upgraded institutions
A988,Latvia,FOOD and AGRICULTURE,Food safety,,0,outcome,Increased used of new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A988,Latvia,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Introduce new technologies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Introduce new technologies
A989,Latvia,FOOD and AGRICULTURE,Food safety,,0,outcome,New profession recognized,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A989,Latvia,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Curricula in new professions,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Curricula in new professions
A990,Latvia,FOOD and AGRICULTURE,Food safety,,0,outcome,Use of data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A990,Latvia,FOOD and AGRICULTURE,Food safety,,0,int_outcome,Produce data to inform policies,Europe,Food safety and quality control,Food safety and quality for protection of consumers,Produce data to inform policies
A991,Latvia,FOOD and AGRICULTURE,Livestock production,,0,outcome,Adoption of regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A991,Latvia,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Develop regulatory frameworks,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Develop regulatory frameworks
A992,Latvia,FOOD and AGRICULTURE,Livestock production,,0,outcome,Creation of new Institution,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
A992,Latvia,FOOD and AGRICULTURE,Livestock production,,0,int_outcome,Upgraded institutions,Europe,Sustainable animal production/livestock productivity,Sustainable animal production/livestock productivity,Upgraded institutions
